Datasource:,https://walmart-open-data-walmarttech.opendata.arcgis.com/maps/walmarttech::walmart-store-status-web-map/about,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
OID_,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
16840,TYLER CAMPBELL TX,5700,Neighborhood Market,Retail,1,2151 FRANKSTON HIGHWAY,TYLER,SMITH,TX,75701-0000,2,Open,,Y,Y,5700,No,Available,No,Available
16841,"KERMAN, CA",5701,WM Supercenter,Retail,1,14061 W. WHITESBRIDGE AVENUE,KERMAN,FRESNO,CA,93630-0000,2,Open,,Y,Y,5701,No,Not Available,Yes,Available
16842,"LUBBOCK, TX",5702,Neighborhood Market,Retail,1,9809 UNIVERSITY AVE,LUBBOCK,LUBBOCK,TX,79423-5301,2,Open,,Y,Y,5702,No,,Yes,Available
16843,"HUNTSVILLE (NW), AL",5703,WM Supercenter,Retail,1,8580 HWY 72 W,MADISON,MADISON,AL,35758-0000,2,Open,,Y,Y,5703,No,Available,No,Available
16844,PORT ST. LUCIE FL,5704,Neighborhood Market,Retail,1,3045 SW PORT ST LUCIE BLVD,PORT ST. LUCIE,ST. LUCIE,FL,34953-0000,2,Open,,Y,Y,5704,No,,Yes,
16845,GARDEN CITY BEACH SC,5705,WM Supercenter,Retail,1,545 GARDEN CITY CONNECTOR,GARDEN CITY BEACH,HORRY,SC,29576-7847,2,Open,,Y,Y,5705,No,Available,No,Available
16846,"LITTLE ROCK, AR",5706,WM Supercenter,Retail,1,700 BOWMAN RD,LITTLE ROCK,PULASKI,AR,72211-0000,2,Open,,Y,Y,5706,No,Not Available,Yes,Available
16847,"CROSS ROADS, TX",5707,WM Supercenter,Retail,1,11700 US HIGHWAY 380,CROSS ROADS,DENTON,TX,76227-0000,2,Open,,Y,Y,5707,No,Available,No,Available
16849,"LOCUST GROVE, GA",5709,WM Supercenter,Retail,1,4949 BILL GARDNER PKWY,LOCUST GROVE,HENRY,GA,30248-2910,2,Open,,Y,Y,5709,No,,No,Available
16850,GEORGETOWN KY,571,WM Supercenter,Retail,1,112 OSBOURNE WAY,GEORGETOWN,SCOTT,KY,40324-9636,5,Open,,Y,Y,571,No,Available,No,Available
16851,"MODESTO, CA",5710,WM Supercenter,Retail,1,3848 MCHENRY AVE,MODESTO,STANISLAUS,CA,95356-1586,2,Open,,Y,Y,5710,No,Available,No,Available
16854,"LAREDO (NE), TX",5713,WM Supercenter,Retail,1,2615 NE BOB BULLOCK LOOP,LAREDO,WEBB,TX,78045-6785,2,Open,,Y,Y,5713,No,Not Available,No,Not Available
16856,ABILENE TX,5715,Neighborhood Market,Retail,1,1619 AMBLER AVENUE,ABILENE,TAYLOR,TX,79601-0000,2,Open,,Y,Y,5715,No,,Yes,Available
16857,HUNTSVILLE AL,5716,Neighborhood Market,Retail,1,9020 BAILEY COVE RD SE,HUNTSVILLE,MADISON,AL,35802-4002,2,Open,,Y,Y,5716,No,,No,Available
16858,EL PASO PASEO DEL NORTE TX,5717,WM Supercenter,Retail,1,7831 PASEO DEL NORTE BLVD- STE A,EL PASO,EL PASO,TX,79912-8001,2,Open,,Y,Y,5717,No,Available,Yes,Available
16860,MIAMI CORAL WAY FL,5719,Neighborhood Market,Retail,1,14720 SW 26TH ST.,MIAMI,MIAMI-DADE,FL,33185-0000,1,Open,,Y,Y,5719,No,Available,No,Available
16861,KILGORE TX,572,WM Supercenter,Retail,1,1201 STONE ST,KILGORE,GREGG,TX,75662-5433,5,Open,,Y,Y,572,No,Available,Yes,Available
16863,"FORT MILL, SC",5721,WM Supercenter,Retail,1,HWY 21 AND FLINT HILL RD,FORT MILL,YORK,SC,29708-0000,0,Open,,,,5721,,,,
16864,"NEW ORLEANS (MANHTTN), LA",5722,Neighborhood Market,Retail,1,3265 MANHATTAN BLVD,HARVEY,ORLEANS,LA,70058-5112,2,Open,,Y,Y,5722,No,Not Available,Yes,Not Available
16867,TUCSON FT LOWELL AZ,5725,Neighborhood Market,Retail,1,831 E FORT LOWELL ROAD,TUCSON,PIMA,AZ,85719-0000,2,Open,,Y,Y,5725,No,,No,
16868,ALAMOGORDO NM,5726,Neighborhood Market,Retail,1,2401 INDIAN WELLS ROAD,ALAMOGORDO,OTERO,NM,88310-0000,2,Open,,Y,Y,5726,No,Not Available,Yes,Available
16869,"SARASOTA (NE), FL",5727,WM Supercenter,Retail,1,5810 RANCH LAKE BLVD,BRADENTON,MANATEE,FL,34202-0000,2,Open,,Y,Y,5727,No,Available,Yes,Available
16870,"NEWBURGH, IN",5728,WM Supercenter,Retail,1,8599 HIGH POINTE DR,NEWBURGH,WARRICK,IN,47630-7938,2,Open,,Y,Y,5728,No,Available,Yes,Available
16872,LEE'S SUMMIT MO,573,WM Supercenter,Retail,1,1000 NE SAM WALTON LN,LEES SUMMIT,JACKSON,MO,64086-8426,5,Open,,Y,Y,573,No,Available,No,Available
16874,"Locust Grove, VA",5731,WM Supercenter,Retail,1,2533 GERMANNA HWY,LOCUST GROVE,ORANGE,VA,22508-0000,2,Open,,Y,Y,5731,No,,No,Available
16875,"JOHNSON CITY, NY",5732,WM Supercenter,Retail,1,2 GANNETT DR,JOHNSON CITY,BROOME,NY,13790-2260,2,Open,,Y,Y,5732,No,,No,
16877,KINGSPORT TN,5734,Neighborhood Market,Retail,1,750 LYNN GARDEN DR,KINGSPORT,SULLIVAN,TN,37660-0000,2,Open,,Y,Y,5734,No,,No,Available
16878,"GROVETOWN, GA",5735,WM Supercenter,Retail,1,5010 STEINER WAY,GROVETOWN,COLUMBIA,GA,30813-5010,2,Open,,Y,Y,5735,No,Available,No,Available
16880,"FAYETTEVILLE (W), AR",5737,Neighborhood Market,Retail,1,3475 W BLACK FOREST DRIVE,FAYETTEVILLE,WASHINGTON,AR,72704-6524,2,Open,,Y,Y,5737,No,,Yes,
16881,"SPRINGDALE (E), AR",5738,Neighborhood Market,Retail,1,3553 E ROBINSON AVE,SPRINGDALE,WASHINGTON,AR,72764-0218,2,Open,,Y,Y,5738,No,,Yes,Available
16883,"SURFSIDE BEACH, SC",574,WM Supercenter,Retail,1,2751 BEAVER RUN BLVD,SURFSIDE BEACH,HORRY,SC,29575-5381,5,Open,,Y,Y,574,Yes,Available,Yes,Available
16884,MOBILE GOVERNMENT AL,5740,Neighborhood Market,Retail,1,2570 GOVERNMENT BLVD,MOBILE,MOBILE,AL,36606-0000,2,Open,,Y,Y,5740,No,Not Available,No,Not Available
16885,"ORLANDO(CURRY/ECON), FL",5741,Neighborhood Market,Retail,1,9047 CURRY FORD ROAD,ORLANDO,ORANGE,FL,32825-7604,2,Open,,Y,Y,5741,No,Available,No,Available
16887,"GARNER (S), NC",5743,WM Supercenter,Retail,1,5141 NC HIGHWAY 42 W,GARNER,WAKE,NC,27529-8418,2,Open,,Y,Y,5743,No,Available,No,Available
16888,MOBILE PASCAGOULA AL,5744,Neighborhood Market,Retail,1,7320 THEODORE DAWES RD,THEODORE,MOBILE,AL,36582-0000,2,Open,,Y,Y,5744,No,,No,Available
16889,"LAKE WYLIE, SC",5745,WM Supercenter,Retail,1,175 HIGHWAY 274,LAKE WYLIE,YORK,SC,29710-6045,2,Open,,Y,Y,5745,No,,No,Available
16891,"LOCUST, NC",5747,WM Supercenter,Retail,1,1876 MAIN ST W,LOCUST,STANLY,NC,28097-7700,2,Open,,Y,Y,5747,No,,Yes,
16892,"GRIMES, IA",5748,WM Supercenter,Retail,1,2150 E 1ST ST,GRIMES,POLK,IA,50111-7606,2,Open,,Y,Y,5748,No,Available,No,Available
16894,WOODSTOCK GA,575,WM Supercenter,Retail,1,12182 HIGHWAY 92,WOODSTOCK,CHEROKEE,GA,30188-4481,5,Open,,Y,Y,575,No,Available,No,Available
16896,"SALINAS, CA",5751,WM Supercenter,Retail,1,1375 N DAVIS RD.,SALINAS,MONTEREY,CA,93907-0000,2,Open,,Y,Y,5751,No,,No,Available
16897,"GARFIELD, NJ",5752,WM Supercenter,Retail,1,174 PASSAIC ST,GARFIELD,BERGEN,NJ,07026-1358,2,Open,,Y,Y,5752,No,,Yes,Available
16898,"ALEXANDRIA, VA",5753,WM Supercenter,Retail,1,6303 RICHMOND HWY,ALEXANDRIA,FAIRFAX,VA,22306-6410,2,Open,,Y,Y,5753,Yes,Available,Yes,Available
16899,"WILLIAMSBURG, VA",5754,Neighborhood Market,Retail,1,4670 CASEY BLVD,WILLIAMSBURG,JAMES CITY,VA,23188-2879,2,Open,,Y,Y,5754,No,Available,No,Available
16900,"NORFOLK (LTL CREEK), VA",5755,Neighborhood Market,Retail,1,1720 E LITTLE CREEK RD,NORFOLK,NORFOLK CITY,VA,23518-4202,2,Open,,Y,Y,5755,No,,No,
16903,"GREENACRES CITY, FL",5758,Neighborhood Market,Retail,1,3911 S JOG RD,GREENACRES,PALM BEACH,FL,33467-1590,2,Open,,Y,Y,5758,No,,No,
16904,"LAKE WORTH (NW), FL",5759,Neighborhood Market,Retail,1,6177 S JOG RD,LAKE WORTH,PALM BEACH,FL,33467-6503,2,Open,,Y,Y,5759,No,,No,
16905,TULSA OK,576,WM Supercenter,Retail,1,207 S MEMORIAL DR,TULSA,TULSA,OK,74112-2201,5,Open,,Y,Y,576,No,Available,Yes,Available
16906,"TAMPA (KENNEDY), FL",5760,Neighborhood Market,Retail,1,1601 W KENNEDY BLVD,TAMPA,HILLSBOROUGH,FL,33606-1844,2,Open,,Y,Y,5760,No,Available,No,Available
16907,"CANTON(W), MI",5761,WM Supercenter,Retail,1,45555 MICHIGAN AVE,CANTON,WAYNE,MI,48188-2388,2,Open,,Y,Y,5761,No,,No,Available
16909,"SOUTH JORDAN, UT",5763,WM Supercenter,Retail,1,3590 W. SOUTH JORDAN PKWY,SOUTH JORDAN,SALT LAKE,UT,84095-8916,2,Open,,Y,Y,5763,No,Not Available,Yes,Not Available
16910,"FORT WORTH (HASLET), TX",5764,WM Supercenter,Retail,1,2401 AVONDALE HASLET ROAD,FORT WORTH,TARRANT,TX,76052-3221,2,Open,,Y,Y,5764,No,Not Available,No,Available
16912,"MORGAN HILL, CA",5766,WM Supercenter,Retail,1,170 COCHRANE PLZ,MORGAN HILL,SANTA CLARA,CA,95037-2812,2,Open,,Y,Y,5766,No,,Yes,
16913,FISHERS IN,5767,Neighborhood Market,Retail,1,9354 AMBLESIDE DRIVE,FISHERS,HAMILTON,IN,46038-0000,2,Open,,Y,Y,5767,No,Not Available,No,Not Available
16914,"TEMPE (SOUTHERN), AZ",5768,WM Supercenter,Retail,1,800 E SOUTHERN AVE,TEMPE,MARICOPA,AZ,85282-5225,2,Open,,Y,Y,5768,No,,Yes,
16915,DOTHAN W AL,5769,Neighborhood Market,Retail,1,3871 WEST MAIN STREET,DOTHAN,HOUSTON,AL,36305-0000,2,Open,,Y,Y,5769,No,,No,Available
16916,OLATHE KS,577,WM Supercenter,Retail,1,13600 S ALDEN ST,OLATHE,JOHNSON,KS,66062-5829,5,Open,,Y,Y,577,Yes,Available,Yes,Available
16918,PENSACOLA E NINE MILE FL,5771,Neighborhood Market,Retail,1,1525 E NINE MILE ROAD,PENSACOLA,ESCAMBIA,FL,32514-5725,2,Open,,Y,Y,5771,No,,No,Available
16919,"BEVERLY HILLS, FL",5772,WM Supercenter,Retail,1,1936 N. LECANTO HWY,LECANTO,CITRUS,FL,34461-0000,2,Open,,Y,Y,5772,No,Not Available,Yes,Not Available
16920,NEW IBERIA C LA,5773,Neighborhood Market,Retail,1,1201 PARKVIEW DRIVE,NEW IBERIA,IBERIA,LA,70563-0000,2,Open,,Y,Y,5773,No,,No,Available
16921,HOUMA N LA,5774,Neighborhood Market,Retail,1,6411 W PARK AVE,HOUMA,TERREBONNE,LA,70364-2238,2,Open,,Y,Y,5774,No,Available,Yes,Available
16923,OCEAN SPRINGS MS,5776,Neighborhood Market,Retail,1,6412 WASHINGTON AVENUE,OCEAN SPRINGS,JACKSON,MS,39564-0000,2,Open,,Y,Y,5776,No,,Yes,Available
16924,"BROOKLYN, CT",5777,WM Supercenter,Retail,1,450 PROVIDENCE ROAD,BROOKLYN,WINDHAM,CT,06234-1504,2,Open,,Y,Y,5777,No,,No,Available
16926,"DAHLGREN, VA",5779,WM Supercenter,Retail,1,16375 MERCHANT LN,KING GEORGE,KING GEORGE,VA,22485-5655,2,Open,,Y,Y,5779,No,,Yes,Available
16927,SEVIERVILLE TN,578,WM Supercenter,Retail,1,1414 PARKWAY,SEVIERVILLE,SEVIER,TN,37862-2845,5,Open,,Y,Y,578,No,Available,Yes,Available
16928,PARAGOULD AR,5780,Neighborhood Market,Retail,1,2600 LINWOOD DR,PARAGOULD,GREENE,AR,72450-6125,2,Open,,Y,Y,5780,No,,No,Available
16929,"CHICAGO (CHATHAM), IL",5781,WM Supercenter,Retail,0,8331 S STEWART AVE,CHICAGO,COOK,IL,60620-1728,8,Open,,Y,Y,5781,Yes,Available,Yes,Available
16930,LAS CRUCES SONOMA RANCH NM,5782,Neighborhood Market,Retail,1,150 N SONOMA RANCH BLVD,LAS CRUCES,DONA ANA,NM,88001-0000,2,Open,,Y,Y,5782,No,,No,Available
16934,"JASPER, GA",5786,WM Supercenter,Retail,1,1100 OLD PHILADELPHIA RD,JASPER,PICKENS,GA,30143-4045,2,Open,,Y,Y,5786,No,,Yes,Available
16935,"RAEFORD, NC",5787,WM Supercenter,Retail,1,4545 FAYETTEVILLE RD,RAEFORD,HOKE,NC,28376-7998,2,Open,,Y,Y,5787,No,Available,No,Available
16937,HOT SPRINGS MAJESTIC AR,5789,Neighborhood Market,Retail,1,1640 AIRPORT ROAD,HOT SPRINGS,GARLAND,AR,71913-0000,2,Open,,Y,Y,5789,No,,No,Available
16938,ST AUGUSTINE FL,579,WM Supercenter,Retail,1,2355 US HIGHWAY 1 S,ST AUGUSTINE,ST. JOHNS,FL,32086-6072,5,Open,,Y,Y,579,No,Available,No,Available
16939,HOT SPRINGS MALVERN & CONES AR,5790,Neighborhood Market,Retail,1,1544 MALVERN AVE,HOT SPRINGS,GARLAND,AR,71901-0000,2,Open,,Y,Y,5790,No,Available,No,Available
16940,PITTSURG KS,5791,Neighborhood Market,Retail,1,1011 EAST CENTENNIAL DRIVE,PITTSBURG,CRAWFORD,KS,66762-0000,2,Open,,Y,Y,5791,No,,No,Available
16942,"PONCE (NORTH), PUERTO RIC",5793,WM Supercenter,Retail,1,1800 CARR# 14,PONCE,CANOVANAS,PR,00780-2157,2,Open,,Y,Y,5793,,,,
16944,"OXFORD, PA",5795,WM Supercenter,Retail,1,800 COMMONS DR,OXFORD,CHESTER,PA,19363-1247,2,Open,,Y,Y,5795,No,,No,Available
16945,MCKINNEY INDEPENDENCE TX LND,5796,Neighborhood Market,Retail,1,TBA 5796,MCKINNEY,COLLIN,TX,75069-0000,0,Open,,,,5796,,,,
16946,"ALBANY (E), GA",5797,WM Supercenter,Retail,1,262 CORDELE RD,ALBANY,DOUGHERTY,GA,31705-2407,2,Open,,Y,Y,5797,No,,No,Available
16948,"TUCSON, AZ",5799,WM Supercenter,Retail,1,2711 S. HOUGHTON RD,TUCSON,PIMA,AZ,85730-9006,2,Open,,Y,Y,5799,No,,No,Available
16949,RUSSELLVILLE AR,58,WM Supercenter,Retail,1,2409 E MAIN ST,RUSSELLVILLE,POPE,AR,72802-9619,5,Open,,Y,Y,58,No,,Yes,Available
16950,BARTOW FL,580,WM Supercenter,Retail,1,1050 E VAN FLEET DR,BARTOW,POLK,FL,33830-7618,5,Open,,Y,Y,580,No,,No,Available
16953,"CANOVANAS, PR",5802,WM Supercenter,Retail,1,PLAZA CANOVANAS HWY 3 INT NEW RT 66,CANOVANAS,SAN JUAN,PR,00729-0000,2,Open,,Y,Y,5802,,,,
16954,San Juan PR,5803,WM Supercenter,Retail,1,CARR #2 AVE. R.H.TODD ESQ,SAN JUAN,SAN JUAN,PR,00907-0000,2,Open,,Y,Y,5803,Yes,Available,Yes,Available
16955,INDIANAPOLIS IN,5804,Neighborhood Market,Retail,1,5835 W. 10TH ST,INDIANAPOLIS,MARION,IN,46224-0000,2,Open,,Y,Y,5804,No,,No,
16956,NORMAN ROCK CREEK OK,5805,Neighborhood Market,Retail,1,3571 W. ROCK CREEK ROAD,NORMAN,CLEVELAND,OK,73069-0000,2,Open,,Y,Y,5805,No,,Yes,Not Available
16957,GRAND FORKS NW ND,5806,WM Supercenter,Retail,1,5755 GATEWAY DRIVE,GRAND FORKS,GRAND FORKS,ND,58203-0000,2,Open,,Y,Y,5806,No,,No,
16958,COMPTON N. LB BLVD CA,5807,WM Supercenter,Retail,1,2100 N LONG BEACH BLVD,COMPTON,LOS ANGELES,CA,90221-1252,2,Open,,Y,Y,5807,No,,No,Available
16959,ELSA TX,5808,WM Supercenter,Retail,1,411 SOUTH BROADWAY STREET,ELSA,HIDALGO,TX,78543-0000,2,Open,,Y,Y,5808,Yes,Available,Yes,Available
16960,EDINBURG TX,5809,WM Supercenter,Retail,1,2812 S. EXPRESSWAY 281,EDINBURG,HIDALGO,TX,78542-0000,2,Open,,Y,Y,5809,No,,No,
16961,MARSHALLTOWN IA,581,WM Supercenter,Retail,1,2802 S CENTER ST,MARSHALLTOWN,MARSHALL,IA,50158-4708,5,Open,,Y,Y,581,No,,No,Available
16962,DALLAS CLARK & WHEATLAND TX,5810,WM Supercenter,Retail,1,7075 W WHEATLAND RD,DALLAS,DALLAS,TX,75249-0000,2,Open,,Y,Y,5810,No,Available,No,Available
16963,DALLAS CLARK & WHEATLAND TX,5810,WM Supercenter,Retail,1,7075 W WHEATLAND RD,DALLAS,DALLAS,TX,75249-0000,2,Open,,Y,Y,5810,No,Available,No,Available
16965,BLUE RIDGE GA,5812,WM Supercenter,Retail,1,97 COMMERCE DRIVE,BLUE RIDGE,FANNIN,GA,30513-0000,2,Open,,Y,Y,5812,Yes,Available,Yes,Available
16966,AUGUSTA EVANS GA,5813,Neighborhood Market,Retail,1,3851 EVANS TO LOCKS ROAD,MARTINEZ,COLUMBIA,GA,30907-5073,2,Open,,Y,Y,5813,No,,No,
16967,HOLLY SPRINGS GA,5814,WM Supercenter,Retail,1,2200 HOLLY SPRINGS PARKWAY,HOLLY SPRINGS,CHEROKEE,GA,30115-0000,2,Open,,Y,Y,5814,No,Available,No,Available
16968,MARIETTA MILFORD RD GA,5815,Neighborhood Market,Retail,1,2909 AUSTELL RD SW SUITE 100,MARIETTA,COBB,GA,30008-0000,2,Open,,Y,Y,5815,No,,No,
16969,JACKSONVILLE SAN PABLO FL,5816,Neighborhood Market,Retail,1,1650 SAN PABLO RD S,JACKSONVILLE,DUVAL,FL,32224-1036,2,Open,,Y,Y,5816,No,Available,Yes,Available
16970,JACKSONVILLE MERRILL RD FL,5817,Neighborhood Market,Retail,1,8011 MERRILL RD,JACKSONVILLE,DUVAL,FL,32277-0000,2,Open,,Y,Y,5817,No,,No,
16971,JACKSONVILLE MANDARIN FL,5818,Neighborhood Market,Retail,1,10550 OLD ST. AUGUSTINE RD,JACKSONVILLE,DUVAL,FL,32257-0000,2,Open,,Y,Y,5818,No,,No,
16972,FRUIT COVE FL,5819,Neighborhood Market,Retail,1,445 STATE RD 13,FRUIT COVE,ST. JOHNS,FL,32259-0000,2,Open,,Y,Y,5819,No,,No,
16973,PORT ORANGE/DAYTONA BEACH,582,WM Supercenter,Retail,1,1590 DUNLAWTON AVE,PORT ORANGE,VOLUSIA,FL,32127-4752,5,Open,,Y,Y,582,No,Available,Yes,Available
16974,JACKSONVILLE MIDDLEBURG FL,5820,Neighborhood Market,Retail,1,2570 COUNTY ROAD 220,MIDDLEBURG,CLAY,FL,32068-0000,2,Open,,Y,Y,5820,No,,No,
16976,MERCY HEALTH - ROGERS,5822,WM On Campus/RX Facilities,Retail,1,2708 S RIFE MEDICAL LN STE 110,ROGERS,BENTON,AR,72758-1455,2,Open,,Y,Y,5822,No,,No,
16977,"DALLAS (SKILL), TX",5823,WM Supercenter,Retail,1,6185 RETAIL RD,DALLAS,DALLAS,TX,75231-7807,2,Open,,Y,Y,5823,Yes,Available,Yes,Available
16978,MESQUITE TX,5824,Neighborhood Market,Retail,1,1951 MILITARY PARKWAY,MESQUITE,DALLAS,TX,75149-0000,2,Open,,Y,Y,5824,No,,No,Available
16980,"BRANDON (LITHIA), FL",5826,Neighborhood Market,Retail,1,901 LITHIA PINECREST RD,BRANDON,HILLSBOROUGH,FL,33511-6120,2,Open,,Y,Y,5826,No,,No,
16982,PUEBLO CO,5828,Neighborhood Market,Retail,1,2730 S. PRAIRIE AVE.,PUEBLO,PUEBLO,CO,81005-0000,2,Open,,Y,Y,5828,No,Available,No,Available
16983,DANVILLE VA,5829,Neighborhood Market,Retail,1,211 NOR DAN DR UNIT 1010,DANVILLE,DANVILLE CITY,VA,24540-1657,2,Open,,Y,Y,5829,No,,Yes,Available
16984,ONEIDA TN,583,WM Supercenter,Retail,1,19740 ALBERTA ST,ONEIDA,SCOTT,TN,37841-3305,5,Open,,Y,Y,583,No,Not Available,Yes,Not Available
16986,"LARGO, FL",5831,Neighborhood Market,Retail,1,13817 WALSINGHAM RD,LARGO,PINELLAS,FL,33774-3243,2,Open,,Y,Y,5831,No,,No,
16987,"MANDEVILLE, LA",5832,Neighborhood Market,Retail,1,3009 E CAUSEWAY APPROACH,MANDEVILLE,ST. TAMMANY PARISH,LA,70448-3510,2,Open,,Y,Y,5832,No,Available,No,Available
16990,"CAVE CREEK, AZ",5835,WM Supercenter,Retail,1,34399 N CAVE CREEK RD,CAVE CREEK,MARICOPA,AZ,85331-5134,2,Open,,Y,Y,5835,No,,Yes,Available
16992,"ROGERS (PINNACLE), AR",5837,Neighborhood Market,Retail,1,5000 PAULINE WHITAKER PARKWAY,ROGERS,BENTON,AR,72758-9104,2,Open,,Y,Y,5837,No,,No,Not Available
16994,"MEDFORD, OR",5839,WM Supercenter,Retail,1,3615 CRATER LAKE HWY,MEDFORD,JACKSON,OR,97504-0000,2,Open,,Y,Y,5839,No,Available,No,Available
16995,"DRY RIDGE, KY",584,WM Supercenter,Retail,1,20 FERGUSON BLVD,DRY RIDGE,GRANT,KY,41035-8635,5,Open,,Y,Y,584,No,,No,Available
16996,"OWASSO, OK",5840,Neighborhood Market,Retail,1,12912 E 86TH ST N,OWASSO,TULSA,OK,74055-8608,2,Open,,Y,Y,5840,No,,No,Available
16997,"MERIDIAN, ID",5841,WM Supercenter,Retail,1,5001 N. TEN MILE RD.,MERIDIAN,ADA,ID,83646-0000,2,Open,,Y,Y,5841,No,,Yes,Available
16998,"SOUTHGATE, MI",5842,WM Supercenter,Retail,1,14900 DIX TOLEDO RD,SOUTHGATE,WAYNE,MI,48195-2580,2,Open,,Y,Y,5842,No,Not Available,No,Not Available
16999,"PATTERSON, CA",5843,WM Supercenter,Retail,1,1030 SPERRY AVE,PATTERSON,STANISLAUS,CA,95363-0000,2,Open,,Y,Y,5843,No,Not Available,No,Not Available
17000,"LIVONIA, MI",5844,WM Supercenter,Retail,1,29574 7 MILE RD,LIVONIA,WAYNE,MI,48152-1910,2,Open,,Y,Y,5844,No,Available,Yes,Available
17001,"NICEVILLE, FL",5845,WM Supercenter,Retail,1,1300 JOHN SIMS PKWY E,NICEVILLE,OKALOOSA,FL,32578-2208,2,Open,,Y,Y,5845,No,Available,No,Not Available
17002,"KISSIMMEE, FL",5846,Neighborhood Market,Retail,1,3183 W VINE ST,KISSIMMEE,OSCEOLA,FL,34741-3738,2,Open,,Y,Y,5846,No,Not Available,No,Not Available
17003,"POWHATAN, VA",5847,WM Supercenter,Retail,1,1950 ANDERSON HWY,POWHATAN,POWHATAN,VA,23139-0000,2,Open,,Y,Y,5847,No,,Yes,Available
17004,"ELK GROVE, CA",5848,Wal-Mart,Retail,1,10075 BRUCEVILLE RD,ELK GROVE,SACRAMENTO,CA,95757-9501,2,Open,,Y,Y,5848,No,,Yes,
17006,ROCK HILL SC,585,WM Supercenter,Retail,1,2377 DAVE LYLE BLVD,ROCK HILL,YORK,SC,29730-7939,5,Open,,Y,Y,585,No,Available,No,Available
17008,"GREENVILLE, NC",5851,WM Supercenter,Retail,1,4600 E. 10TH ST,GREENVILLE,PITT,NC,27858-0849,2,Open,,Y,Y,5851,Yes,Available,Yes,Available
17010,LONGVIEW WA,5853,WM Supercenter,Retail,1,3715 OCEAN BEACH HWY 2,LONGVIEW,COWLITZ,WA,98632-4801,2,Open,,Y,Y,5853,No,Available,No,Available
17011,"WESTCHESTER, FL",5854,WM Supercenter,Retail,1,8400 CORAL WAY,MIAMI,MIAMI-DADE,FL,33155-2334,2,Open,,Y,Y,5854,No,,No,
17012,"WICHITA (W), KS",5855,Neighborhood Market,Retail,1,10550 W CENTRAL AVE,WICHITA,SEDGWICK,KS,67212-5104,2,Open,,Y,Y,5855,No,,No,
17014,"WESTERVILLE, OH",5857,WM Supercenter,Retail,1,50 E SCHROCK RD,WESTERVILLE,FRANKLIN,OH,43081-2915,2,Open,,Y,Y,5857,No,Available,No,Available
17015,"TUCSON (SE), AZ",5858,WM Supercenter,Retail,1,9260 S. HOUGHTON RD,TUCSON,PIMA,AZ,85747-0000,2,Open,,Y,Y,5858,No,,No,
17016,"WASCO, CA",5859,WM Supercenter,Retail,1,401 N. CENTRAL AVENUE,WASCO,KERN,CA,93280-0000,2,Open,,Y,Y,5859,No,,No,
17017,CONWAY SC,586,WM Supercenter,Retail,1,2709 CHURCH ST STE A,CONWAY,HORRY,SC,29526-4440,5,Open,,Y,Y,586,No,Available,No,Available
17019,"WARRENTON, OR",5861,WM Supercenter,Retail,1,1791 SE ENSIGN LANE,WARRENTON,CLATSOP,OR,97146-0000,2,Open,,Y,Y,5861,No,,No,Available
17021,"MIDWEST CITY, OK",5863,Neighborhood Market,Retail,1,7520 E RENO AVE,MIDWEST CITY,OKLAHOMA,OK,73110-4312,2,Open,,Y,Y,5863,No,,No,
17022,"GARDNERVILLE, NV",5864,WM Supercenter,Retail,1,1511 GRANT ST,GARDNERVILLE,DOUGLAS,NV,89410-7824,2,Open,,Y,Y,5864,No,,Yes,Available
17024,"FRISCO, TX",5866,WM Supercenter,Retail,1,8555 PRESTON RD,FRISCO,COLLIN,TX,75034-5606,2,Open,,Y,Y,5866,No,,No,Available
17025,"BAYONNE, NJ",5867,WM Supercenter,Retail,1,500 BAYONNE CROSSING WAY,BAYONNE,HUDSON,NJ,07002-5305,2,Open,,Y,Y,5867,No,Available,No,Available
17027,"MOSCOW, ID",5869,WM Supercenter,Retail,1,2470 WEST PULLMAN ROAD 2,MOSCOW,LATAH,ID,83843-0000,2,Open,,Y,Y,5869,No,,No,Available
17028,SPARTA TN,587,WM Supercenter,Retail,1,202 SAM WALTON DR,SPARTA,WHITE,TN,38583-8810,5,Open,,Y,Y,587,No,,No,Available
17030,"ORLANDO (OAK RIDGE), FL",5871,WM Supercenter,Retail,1,5734 S. ORANGE BLOSSOM TRL,ORLANDO,ORANGE,FL,32839-0000,2,Open,,Y,Y,5871,No,,No,Available
17031,"DESTIN (E), FL",5872,WM Supercenter,Retail,1,6712 US HIGHWAY 98 W,SANTA ROSA BEACH,WALTON,FL,32459-6900,2,Open,,Y,Y,5872,No,,No,
17033,"TORRANCE, CA",5874,Wal-Mart,Retail,1,22015 HAWTHORNE BLVD,TORRANCE,LOS ANGELES,CA,90503-7006,2,Open,,Y,Y,5874,No,,No,
